label;parent;candidate;chapter
terrestrial;habitat;<https://opentheso.huma-num.fr/?idc=105623&idt=th310>,<https://opentheso.huma-num.fr/?idc=105624&idt=th310>,<https://opentheso.huma-num.fr/?idc=105631&idt=th310>;PLINE-9-annoteIPL
use of part of animal;;<https://opentheso.huma-num.fr/?idc=105611&idt=th310>, <https://opentheso.huma-num.fr/?idc=105584&idt=th310>;PLINE-9-annoteIPL
shell;;<https://opentheso.huma-num.fr/?idc=pcrt7ySVpWQ2aW&idt=th310>, <https://opentheso.huma-num.fr/?idc=105177&idt=th310>, <https://opentheso.huma-num.fr/?idc=105179&idt=th310>, <https://opentheso.huma-num.fr/?idc=105180&idt=th310>, <https://opentheso.huma-num.fr/?idc=107307&idt=th310>, <https://opentheso.huma-num.fr/?idc=105176&idt=th310>, <https://opentheso.huma-num.fr/?idc=107318&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtUDM5NvfJZ1&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtWgDyLiYTSA&idt=th310>;PLINE-9-annoteIPL
shell;use of part of animal;<https://opentheso.huma-num.fr/?idc=pcrt7ySVpWQ2aW&idt=th310>,<https://opentheso.huma-num.fr/?idc=105177&idt=th310>,<https://opentheso.huma-num.fr/?idc=105179&idt=th310>,<https://opentheso.huma-num.fr/?idc=105180&idt=th310>,<https://opentheso.huma-num.fr/?idc=107307&idt=th310>,<https://opentheso.huma-num.fr/?idc=105176&idt=th310>,<https://opentheso.huma-num.fr/?idc=107318&idt=th310>,<https://opentheso.huma-num.fr/?idc=pcrtUDM5NvfJZ1&idt=th310>,<https://opentheso.huma-num.fr/?idc=pcrtWgDyLiYTSA&idt=th310>;PLINE-9-annoteIPL
fish;;<https://opentheso.huma-num.fr/?idc=105567&idt=th310>, <https://opentheso.huma-num.fr/?idc=107105&idt=th310>, <https://opentheso.huma-num.fr/?idc=105574&idt=th310>, <https://opentheso.huma-num.fr/?idc=107247&idt=th310>, <https://opentheso.huma-num.fr/?idc=107501&idt=th310>, <https://opentheso.huma-num.fr/?idc=107173&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtRFjG4zSvbV&idt=th310>, <https://opentheso.huma-num.fr/?idc=107441&idt=th310>, <https://opentheso.huma-num.fr/?idc=5006&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtBD1ZdbvHZv&idt=th310>, <https://opentheso.huma-num.fr/?idc=105571&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrthnT1nxnGPl&idt=th310>, <https://opentheso.huma-num.fr/?idc=105570&idt=th310>, <https://opentheso.huma-num.fr/?idc=107477&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtxWLeS2I4TG&idt=th310>, <https://opentheso.huma-num.fr/?idc=105311&idt=th310>, <https://opentheso.huma-num.fr/?idc=107185&idt=th310>, <https://opentheso.huma-num.fr/?idc=105575&idt=th310>, <https://opentheso.huma-num.fr/?idc=105572&idt=th310>, <https://opentheso.huma-num.fr/?idc=5012&idt=th310>, <https://opentheso.huma-num.fr/?idc=105568&idt=th310>, <https://opentheso.huma-num.fr/?idc=105573&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrthSmPLP6Dh7&idt=th310>, <https://opentheso.huma-num.fr/?idc=106764&idt=th310>, <https://opentheso.huma-num.fr/?idc=105564&idt=th310>, <https://opentheso.huma-num.fr/?idc=107175&idt=th310>, <https://opentheso.huma-num.fr/?idc=105565&idt=th310>, <https://opentheso.huma-num.fr/?idc=106762&idt=th310>, <https://opentheso.huma-num.fr/?idc=107427&idt=th310>;PLINE-9-annoteIPL
fish;ancient classes;<https://opentheso.huma-num.fr/?idc=105567&idt=th310>,<https://opentheso.huma-num.fr/?idc=107105&idt=th310>,<https://opentheso.huma-num.fr/?idc=105574&idt=th310>,<https://opentheso.huma-num.fr/?idc=107247&idt=th310>,<https://opentheso.huma-num.fr/?idc=107501&idt=th310>,<https://opentheso.huma-num.fr/?idc=107173&idt=th310>,<https://opentheso.huma-num.fr/?idc=pcrtRFjG4zSvbV&idt=th310>,<https://opentheso.huma-num.fr/?idc=107441&idt=th310>,<https://opentheso.huma-num.fr/?idc=5006&idt=th310>,<https://opentheso.huma-num.fr/?idc=pcrtBD1ZdbvHZv&idt=th310>,<https://opentheso.huma-num.fr/?idc=105571&idt=th310>,<https://opentheso.huma-num.fr/?idc=pcrthnT1nxnGPl&idt=th310>,<https://opentheso.huma-num.fr/?idc=105570&idt=th310>,<https://opentheso.huma-num.fr/?idc=107477&idt=th310>,<https://opentheso.huma-num.fr/?idc=pcrtxWLeS2I4TG&idt=th310>,<https://opentheso.huma-num.fr/?idc=105311&idt=th310>,<https://opentheso.huma-num.fr/?idc=107185&idt=th310>,<https://opentheso.huma-num.fr/?idc=105575&idt=th310>,<https://opentheso.huma-num.fr/?idc=105572&idt=th310>,<https://opentheso.huma-num.fr/?idc=5012&idt=th310>,<https://opentheso.huma-num.fr/?idc=105568&idt=th310>,<https://opentheso.huma-num.fr/?idc=105573&idt=th310>,<https://opentheso.huma-num.fr/?idc=pcrthSmPLP6Dh7&idt=th310>,<https://opentheso.huma-num.fr/?idc=106764&idt=th310>,<https://opentheso.huma-num.fr/?idc=105564&idt=th310>,<https://opentheso.huma-num.fr/?idc=107175&idt=th310>,<https://opentheso.huma-num.fr/?idc=105565&idt=th310>,<https://opentheso.huma-num.fr/?idc=106762&idt=th310>,<https://opentheso.huma-num.fr/?idc=107427&idt=th310>;PLINE-9-annoteIPL
aquatic;;<https://opentheso.huma-num.fr/?idc=105632&idt=th310>, <https://opentheso.huma-num.fr/?idc=105633&idt=th310>;PLINE-9-annoteIPL
aquatic;ancient classes;<https://opentheso.huma-num.fr/?idc=105632&idt=th310>,<https://opentheso.huma-num.fr/?idc=105633&idt=th310>;PLINE-9-annoteIPL
dog;;<https://opentheso.huma-num.fr/?idc=pcrtzK37WsiInH&idt=th310>, <https://opentheso.huma-num.fr/?idc=107978&idt=th310>, <https://opentheso.huma-num.fr/?idc=107399&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrt4v7jKE3TVw&idt=th310>, <https://opentheso.huma-num.fr/?idc=105959&idt=th310>;PLINE-9-annoteIPL
dog;similarity to another animal;<https://opentheso.huma-num.fr/?idc=pcrtzK37WsiInH&idt=th310>,<https://opentheso.huma-num.fr/?idc=107978&idt=th310>,<https://opentheso.huma-num.fr/?idc=107399&idt=th310>,<https://opentheso.huma-num.fr/?idc=pcrt4v7jKE3TVw&idt=th310>,<https://opentheso.huma-num.fr/?idc=105959&idt=th310>;PLINE-9-annoteIPL
sea;habitat;<https://opentheso.huma-num.fr/?idc=107290&idt=th310>,<https://opentheso.huma-num.fr/?idc=107143&idt=th310>,<https://opentheso.huma-num.fr/?idc=105634&idt=th310>,<https://opentheso.huma-num.fr/?idc=108026&idt=th310>;PLINE-9-annoteIPL
sea;habitat;<https://opentheso.huma-num.fr/?idc=107290&idt=th310>,<https://opentheso.huma-num.fr/?idc=107143&idt=th310>,<https://opentheso.huma-num.fr/?idc=105634&idt=th310>,<https://opentheso.huma-num.fr/?idc=108026&idt=th310>;PLINE-9-annoteIPL
fish;;<https://opentheso.huma-num.fr/?idc=105567&idt=th310>, <https://opentheso.huma-num.fr/?idc=107105&idt=th310>, <https://opentheso.huma-num.fr/?idc=105574&idt=th310>, <https://opentheso.huma-num.fr/?idc=107247&idt=th310>, <https://opentheso.huma-num.fr/?idc=107501&idt=th310>, <https://opentheso.huma-num.fr/?idc=107173&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtRFjG4zSvbV&idt=th310>, <https://opentheso.huma-num.fr/?idc=107441&idt=th310>, <https://opentheso.huma-num.fr/?idc=5006&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtBD1ZdbvHZv&idt=th310>, <https://opentheso.huma-num.fr/?idc=105571&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrthnT1nxnGPl&idt=th310>, <https://opentheso.huma-num.fr/?idc=105570&idt=th310>, <https://opentheso.huma-num.fr/?idc=107477&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtxWLeS2I4TG&idt=th310>, <https://opentheso.huma-num.fr/?idc=105311&idt=th310>, <https://opentheso.huma-num.fr/?idc=107185&idt=th310>, <https://opentheso.huma-num.fr/?idc=105575&idt=th310>, <https://opentheso.huma-num.fr/?idc=105572&idt=th310>, <https://opentheso.huma-num.fr/?idc=5012&idt=th310>, <https://opentheso.huma-num.fr/?idc=105568&idt=th310>, <https://opentheso.huma-num.fr/?idc=105573&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrthSmPLP6Dh7&idt=th310>, <https://opentheso.huma-num.fr/?idc=106764&idt=th310>, <https://opentheso.huma-num.fr/?idc=105564&idt=th310>, <https://opentheso.huma-num.fr/?idc=107175&idt=th310>, <https://opentheso.huma-num.fr/?idc=105565&idt=th310>, <https://opentheso.huma-num.fr/?idc=106762&idt=th310>, <https://opentheso.huma-num.fr/?idc=107427&idt=th310>;PLINE-9-annoteIPL
fish;ancient classes;<https://opentheso.huma-num.fr/?idc=105567&idt=th310>,<https://opentheso.huma-num.fr/?idc=107105&idt=th310>,<https://opentheso.huma-num.fr/?idc=105574&idt=th310>,<https://opentheso.huma-num.fr/?idc=107247&idt=th310>,<https://opentheso.huma-num.fr/?idc=107501&idt=th310>,<https://opentheso.huma-num.fr/?idc=107173&idt=th310>,<https://opentheso.huma-num.fr/?idc=pcrtRFjG4zSvbV&idt=th310>,<https://opentheso.huma-num.fr/?idc=107441&idt=th310>,<https://opentheso.huma-num.fr/?idc=5006&idt=th310>,<https://opentheso.huma-num.fr/?idc=pcrtBD1ZdbvHZv&idt=th310>,<https://opentheso.huma-num.fr/?idc=105571&idt=th310>,<https://opentheso.huma-num.fr/?idc=pcrthnT1nxnGPl&idt=th310>,<https://opentheso.huma-num.fr/?idc=105570&idt=th310>,<https://opentheso.huma-num.fr/?idc=107477&idt=th310>,<https://opentheso.huma-num.fr/?idc=pcrtxWLeS2I4TG&idt=th310>,<https://opentheso.huma-num.fr/?idc=105311&idt=th310>,<https://opentheso.huma-num.fr/?idc=107185&idt=th310>,<https://opentheso.huma-num.fr/?idc=105575&idt=th310>,<https://opentheso.huma-num.fr/?idc=105572&idt=th310>,<https://opentheso.huma-num.fr/?idc=5012&idt=th310>,<https://opentheso.huma-num.fr/?idc=105568&idt=th310>,<https://opentheso.huma-num.fr/?idc=105573&idt=th310>,<https://opentheso.huma-num.fr/?idc=pcrthSmPLP6Dh7&idt=th310>,<https://opentheso.huma-num.fr/?idc=106764&idt=th310>,<https://opentheso.huma-num.fr/?idc=105564&idt=th310>,<https://opentheso.huma-num.fr/?idc=107175&idt=th310>,<https://opentheso.huma-num.fr/?idc=105565&idt=th310>,<https://opentheso.huma-num.fr/?idc=106762&idt=th310>,<https://opentheso.huma-num.fr/?idc=107427&idt=th310>;PLINE-9-annoteIPL
tale;;<https://opentheso.huma-num.fr/?idc=pcrtVeZQVh7enW&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrt2m165SIOlQ&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtAuIIhy2xSX&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrt8uSV4Y8Zx3&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtNQhoS8U7Ve&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtTv2xhrEwPW&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtBDFoDRAo75&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtZSSTfT3iW8&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtXnnrd43yND&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrt6ihD3VYe4o&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtRQYH2vEDpP&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrt2l2q4DKWSm&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtTcw1EjNRjc&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtySN3dH3oKv&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtf8SaMYKckm&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtmRPjWUhIEi&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtHgXylM0gkU&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtjxHvdqN73m&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtA6c6u5nOqA&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtE2HKmkY7aj&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtAoNmnP9BYF&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtpYS4ijo0m2&idt=th310>, <https://opentheso.huma-num.fr/?idc=105463&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtsS4yoli5F3&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtJGP8rtUT4q&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrt86nTYZYBHw&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtSpZKiFuqSw&idt=th310>;PLINE-9-annoteIPL
absolute;size;<https://opentheso.huma-num.fr/?idc=105271&idt=th310>,<https://opentheso.huma-num.fr/?idc=105167&idt=th310>,<https://opentheso.huma-num.fr/?idc=105374&idt=th310>;PLINE-9-annoteIPL
absolute;size;<https://opentheso.huma-num.fr/?idc=105271&idt=th310>,<https://opentheso.huma-num.fr/?idc=105167&idt=th310>,<https://opentheso.huma-num.fr/?idc=105374&idt=th310>;PLINE-9-annoteIPL
measure;;<https://opentheso.huma-num.fr/?idc=pcrt5sVGq4AMrK&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtTwPPMSZuiN&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrt4ISdez8Lcg&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtjgj46uKdtQ&idt=th310>;PLINE-9-annoteIPL
span;;<https://opentheso.huma-num.fr/?idc=105736&idt=th310>, <https://opentheso.huma-num.fr/?idc=105715&idt=th310>, <https://opentheso.huma-num.fr/?idc=105739&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtoFnNavdzoS&idt=th310>, <https://opentheso.huma-num.fr/?idc=105737&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtqOspVFIsdq&idt=th310>, <https://opentheso.huma-num.fr/?idc=105741&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtDLkbESTT9A&idt=th310>, <https://opentheso.huma-num.fr/?idc=105740&idt=th310>, <https://opentheso.huma-num.fr/?idc=105738&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtMyASIVlOQb&idt=th310>, <https://opentheso.huma-num.fr/?idc=105742&idt=th310>;PLINE-9-annoteIPL
absolute;size;<https://opentheso.huma-num.fr/?idc=105271&idt=th310>,<https://opentheso.huma-num.fr/?idc=105167&idt=th310>,<https://opentheso.huma-num.fr/?idc=105374&idt=th310>;PLINE-9-annoteIPL
absolute;size;<https://opentheso.huma-num.fr/?idc=105271&idt=th310>,<https://opentheso.huma-num.fr/?idc=105167&idt=th310>,<https://opentheso.huma-num.fr/?idc=105374&idt=th310>;PLINE-9-annoteIPL
relative;size;<https://opentheso.huma-num.fr/?idc=105272&idt=th310>,<https://opentheso.huma-num.fr/?idc=105375&idt=th310>,<https://opentheso.huma-num.fr/?idc=105168&idt=th310>;PLINE-9-annoteIPL
relative;size;<https://opentheso.huma-num.fr/?idc=105272&idt=th310>,<https://opentheso.huma-num.fr/?idc=105375&idt=th310>,<https://opentheso.huma-num.fr/?idc=105168&idt=th310>;PLINE-9-annoteIPL
river;;<https://opentheso.huma-num.fr/?idc=107834&idt=th310>, <https://opentheso.huma-num.fr/?idc=105766&idt=th310>, <https://opentheso.huma-num.fr/?idc=107816&idt=th310>, <https://opentheso.huma-num.fr/?idc=105759&idt=th310>, <https://opentheso.huma-num.fr/?idc=107844&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtuqSj7zzidD&idt=th310>, <https://opentheso.huma-num.fr/?idc=105752&idt=th310>, <https://opentheso.huma-num.fr/?idc=105745&idt=th310>, <https://opentheso.huma-num.fr/?idc=105738&idt=th310>, <https://opentheso.huma-num.fr/?idc=105771&idt=th310>, <https://opentheso.huma-num.fr/?idc=107806&idt=th310>;PLINE-9-annoteIPL
river;places;<https://opentheso.huma-num.fr/?idc=107834&idt=th310>,<https://opentheso.huma-num.fr/?idc=105766&idt=th310>,<https://opentheso.huma-num.fr/?idc=107816&idt=th310>,<https://opentheso.huma-num.fr/?idc=105759&idt=th310>,<https://opentheso.huma-num.fr/?idc=107844&idt=th310>,<https://opentheso.huma-num.fr/?idc=pcrtuqSj7zzidD&idt=th310>,<https://opentheso.huma-num.fr/?idc=105752&idt=th310>,<https://opentheso.huma-num.fr/?idc=105745&idt=th310>,<https://opentheso.huma-num.fr/?idc=105738&idt=th310>,<https://opentheso.huma-num.fr/?idc=105771&idt=th310>,<https://opentheso.huma-num.fr/?idc=107806&idt=th310>;PLINE-9-annoteIPL
river;;<https://opentheso.huma-num.fr/?idc=107834&idt=th310>, <https://opentheso.huma-num.fr/?idc=105766&idt=th310>, <https://opentheso.huma-num.fr/?idc=107816&idt=th310>, <https://opentheso.huma-num.fr/?idc=105759&idt=th310>, <https://opentheso.huma-num.fr/?idc=107844&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtuqSj7zzidD&idt=th310>, <https://opentheso.huma-num.fr/?idc=105752&idt=th310>, <https://opentheso.huma-num.fr/?idc=105745&idt=th310>, <https://opentheso.huma-num.fr/?idc=105738&idt=th310>, <https://opentheso.huma-num.fr/?idc=105771&idt=th310>, <https://opentheso.huma-num.fr/?idc=107806&idt=th310>;PLINE-9-annoteIPL
river;places;<https://opentheso.huma-num.fr/?idc=107834&idt=th310>,<https://opentheso.huma-num.fr/?idc=105766&idt=th310>,<https://opentheso.huma-num.fr/?idc=107816&idt=th310>,<https://opentheso.huma-num.fr/?idc=105759&idt=th310>,<https://opentheso.huma-num.fr/?idc=107844&idt=th310>,<https://opentheso.huma-num.fr/?idc=pcrtuqSj7zzidD&idt=th310>,<https://opentheso.huma-num.fr/?idc=105752&idt=th310>,<https://opentheso.huma-num.fr/?idc=105745&idt=th310>,<https://opentheso.huma-num.fr/?idc=105738&idt=th310>,<https://opentheso.huma-num.fr/?idc=105771&idt=th310>,<https://opentheso.huma-num.fr/?idc=107806&idt=th310>;PLINE-9-annoteIPL
absolute;size;<https://opentheso.huma-num.fr/?idc=105271&idt=th310>,<https://opentheso.huma-num.fr/?idc=105167&idt=th310>,<https://opentheso.huma-num.fr/?idc=105374&idt=th310>;PLINE-9-annoteIPL
absolute;size;<https://opentheso.huma-num.fr/?idc=105271&idt=th310>,<https://opentheso.huma-num.fr/?idc=105167&idt=th310>,<https://opentheso.huma-num.fr/?idc=105374&idt=th310>;PLINE-9-annoteIPL
river;;<https://opentheso.huma-num.fr/?idc=107834&idt=th310>, <https://opentheso.huma-num.fr/?idc=105766&idt=th310>, <https://opentheso.huma-num.fr/?idc=107816&idt=th310>, <https://opentheso.huma-num.fr/?idc=105759&idt=th310>, <https://opentheso.huma-num.fr/?idc=107844&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtuqSj7zzidD&idt=th310>, <https://opentheso.huma-num.fr/?idc=105752&idt=th310>, <https://opentheso.huma-num.fr/?idc=105745&idt=th310>, <https://opentheso.huma-num.fr/?idc=105738&idt=th310>, <https://opentheso.huma-num.fr/?idc=105771&idt=th310>, <https://opentheso.huma-num.fr/?idc=107806&idt=th310>;PLINE-9-annoteIPL
river;places;<https://opentheso.huma-num.fr/?idc=107834&idt=th310>,<https://opentheso.huma-num.fr/?idc=105766&idt=th310>,<https://opentheso.huma-num.fr/?idc=107816&idt=th310>,<https://opentheso.huma-num.fr/?idc=105759&idt=th310>,<https://opentheso.huma-num.fr/?idc=107844&idt=th310>,<https://opentheso.huma-num.fr/?idc=pcrtuqSj7zzidD&idt=th310>,<https://opentheso.huma-num.fr/?idc=105752&idt=th310>,<https://opentheso.huma-num.fr/?idc=105745&idt=th310>,<https://opentheso.huma-num.fr/?idc=105738&idt=th310>,<https://opentheso.huma-num.fr/?idc=105771&idt=th310>,<https://opentheso.huma-num.fr/?idc=107806&idt=th310>;PLINE-9-annoteIPL
Germania;;<https://opentheso.huma-num.fr/?idc=105719&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtPauH7IbOEP&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtttgcal8con&idt=th310>;PLINE-9-annoteIPL
Germania;places;<https://opentheso.huma-num.fr/?idc=105719&idt=th310>,<https://opentheso.huma-num.fr/?idc=pcrtPauH7IbOEP&idt=th310>,<https://opentheso.huma-num.fr/?idc=pcrtttgcal8con&idt=th310>;PLINE-9-annoteIPL
river;;<https://opentheso.huma-num.fr/?idc=107834&idt=th310>, <https://opentheso.huma-num.fr/?idc=105766&idt=th310>, <https://opentheso.huma-num.fr/?idc=107816&idt=th310>, <https://opentheso.huma-num.fr/?idc=105759&idt=th310>, <https://opentheso.huma-num.fr/?idc=107844&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtuqSj7zzidD&idt=th310>, <https://opentheso.huma-num.fr/?idc=105752&idt=th310>, <https://opentheso.huma-num.fr/?idc=105745&idt=th310>, <https://opentheso.huma-num.fr/?idc=105738&idt=th310>, <https://opentheso.huma-num.fr/?idc=105771&idt=th310>, <https://opentheso.huma-num.fr/?idc=107806&idt=th310>;PLINE-9-annoteIPL
absolute;size;<https://opentheso.huma-num.fr/?idc=105271&idt=th310>,<https://opentheso.huma-num.fr/?idc=105167&idt=th310>,<https://opentheso.huma-num.fr/?idc=105374&idt=th310>;PLINE-9-annoteIPL
absolute;size;<https://opentheso.huma-num.fr/?idc=105271&idt=th310>,<https://opentheso.huma-num.fr/?idc=105167&idt=th310>,<https://opentheso.huma-num.fr/?idc=105374&idt=th310>;PLINE-9-annoteIPL
cuisine;;<https://opentheso.huma-num.fr/?idc=pcrtAWMnNe4Z2N&idt=th310>,<https://opentheso.huma-num.fr/?idc=105581&idt=th310>;PLINE-9-annoteIPL
river;;<https://opentheso.huma-num.fr/?idc=107834&idt=th310>, <https://opentheso.huma-num.fr/?idc=105766&idt=th310>, <https://opentheso.huma-num.fr/?idc=107816&idt=th310>, <https://opentheso.huma-num.fr/?idc=105759&idt=th310>, <https://opentheso.huma-num.fr/?idc=107844&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtuqSj7zzidD&idt=th310>, <https://opentheso.huma-num.fr/?idc=105752&idt=th310>, <https://opentheso.huma-num.fr/?idc=105745&idt=th310>, <https://opentheso.huma-num.fr/?idc=105738&idt=th310>, <https://opentheso.huma-num.fr/?idc=105771&idt=th310>, <https://opentheso.huma-num.fr/?idc=107806&idt=th310>;PLINE-9-annoteIPL
river;places;<https://opentheso.huma-num.fr/?idc=107834&idt=th310>,<https://opentheso.huma-num.fr/?idc=105766&idt=th310>,<https://opentheso.huma-num.fr/?idc=107816&idt=th310>,<https://opentheso.huma-num.fr/?idc=105759&idt=th310>,<https://opentheso.huma-num.fr/?idc=107844&idt=th310>,<https://opentheso.huma-num.fr/?idc=pcrtuqSj7zzidD&idt=th310>,<https://opentheso.huma-num.fr/?idc=105752&idt=th310>,<https://opentheso.huma-num.fr/?idc=105745&idt=th310>,<https://opentheso.huma-num.fr/?idc=105738&idt=th310>,<https://opentheso.huma-num.fr/?idc=105771&idt=th310>,<https://opentheso.huma-num.fr/?idc=107806&idt=th310>;PLINE-9-annoteIPL
tale;;<https://opentheso.huma-num.fr/?idc=pcrtVeZQVh7enW&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrt2m165SIOlQ&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtAuIIhy2xSX&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrt8uSV4Y8Zx3&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtNQhoS8U7Ve&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtTv2xhrEwPW&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtBDFoDRAo75&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtZSSTfT3iW8&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtXnnrd43yND&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrt6ihD3VYe4o&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtRQYH2vEDpP&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrt2l2q4DKWSm&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtTcw1EjNRjc&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtySN3dH3oKv&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtf8SaMYKckm&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtmRPjWUhIEi&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtHgXylM0gkU&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtjxHvdqN73m&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtA6c6u5nOqA&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtE2HKmkY7aj&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtAoNmnP9BYF&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtpYS4ijo0m2&idt=th310>, <https://opentheso.huma-num.fr/?idc=105463&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtsS4yoli5F3&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtJGP8rtUT4q&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrt86nTYZYBHw&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtSpZKiFuqSw&idt=th310>;PLINE-9-annoteIPL
dolphin;;<https://opentheso.huma-num.fr/?idc=105904&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtoWmR7YcVct&idt=th310>;PLINE-9-annoteIPL
dolphin;similarity to another animal;<https://opentheso.huma-num.fr/?idc=105904&idt=th310>,<https://opentheso.huma-num.fr/?idc=pcrtoWmR7YcVct&idt=th310>;PLINE-9-annoteIPL
absolute;size;<https://opentheso.huma-num.fr/?idc=105271&idt=th310>,<https://opentheso.huma-num.fr/?idc=105167&idt=th310>,<https://opentheso.huma-num.fr/?idc=105374&idt=th310>;PLINE-9-annoteIPL
absolute;size;<https://opentheso.huma-num.fr/?idc=105271&idt=th310>,<https://opentheso.huma-num.fr/?idc=105167&idt=th310>,<https://opentheso.huma-num.fr/?idc=105374&idt=th310>;PLINE-9-annoteIPL
measure;;<https://opentheso.huma-num.fr/?idc=pcrt5sVGq4AMrK&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtTwPPMSZuiN&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrt4ISdez8Lcg&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtjgj46uKdtQ&idt=th310>;PLINE-9-annoteIPL
absolute;size;<https://opentheso.huma-num.fr/?idc=105271&idt=th310>,<https://opentheso.huma-num.fr/?idc=105167&idt=th310>,<https://opentheso.huma-num.fr/?idc=105374&idt=th310>;PLINE-9-annoteIPL
absolute;size;<https://opentheso.huma-num.fr/?idc=105271&idt=th310>,<https://opentheso.huma-num.fr/?idc=105167&idt=th310>,<https://opentheso.huma-num.fr/?idc=105374&idt=th310>;PLINE-9-annoteIPL
