annotation;text;concept;chapter
animal product;"Venit hoc ex aere et maxime siderum exortu, praecipueque ipso sirio explendescente, nec omnino prius vergiliarum exortu, sublucanis temporibus. itaque tum prima aurora folia arborum melle roscida inveniuntur ac, si qui matutino sub diu fuere, unctas liquore vestes capillumque concretum sentiunt, sive ille est caeli sudor sive quaedam siderum saliva sive purgantis s<e> aeris sucus; utinamque esset purus ac liquidus et suae naturae, qualis defluit pri-  [[31]]  mo! nunc vero e tanta cadens altitudine multumque, dum venit, sordescens et obvio terrae halitu infectus, praeterea e fronde ac pabulis potus et in utriculos congestus apium _ore enim eum vomunt_, ad hoc suco florum corruptus et alvi <viti>is maceratus totiensque mutatus, magnam [[32]]  tamen caelestis naturae voluptatem adfert. ibi optimus semper, ubi optimorum doliolis florum conditur. <fit> Atticae regionis hoc et Siculae Hymetto et Hybla locis, mox Calydna insula. est autem initio mel ut aqua dilutum et primis diebus fervet ut musta seque purgat, vicensimo die crassescit, mox obducitur tenui membrana, quae fervoris ipsius spuma concrescit. sorbetur optimum et minime fronde infectum e quercus, tiliae, harundinum foliis. [[33]]  Summa quidem bonitatis natione constat, ut supra diximus, pluribus modis. aliubi enim favi cera spectabiles gignuntur, ut in Sicilia, Paelignis, aliubi copia mellis, ut in Creta, Cypro, Africa, aliubi magnitudine, ut in septentrionalibus, viso iam in Germania octo pedum longitudinis [[34]] favo in cav<a> parte nigr<o>. in quocumque tamen tractu terna sunt genera mellis. vernum ex floribus constructo favo, quod ideo vocatur anthinum. hoc quidam attingi vetant, ut largo alimento valida exeat suboles. alii ex nullo minus apibus relinquunt, quoniam magna sequatur ubertas magnorum siderum exortu, praeterea solstitio, cum thymum et uva [[35]] florere incipiunt, praecipua cellarum materia. est autem in eximendis favis necessaria dispensatio, quoniam inopia cibi desperant moriunturque aut diffugiunt, contra copia ignaviam adfert, ac iam melle, non erithace, pascuntur. ergo diligentiores ex hac vindemia XV partem apibus relinquunt. dies status inchoandae, ut quadam lege naturae, si scire aut observare homines vellent, tricensimus ab educto examine, fereque Maio mense includitur haec vindemia. [[36]] Alterum genus est mellis aestivi, quod ideo vocatur horaeon a tempestivitate praecipua, ipso sirio exsplendescente post solstitium diebus XXX fere. inmensa circa hoc subtilitas naturae mortalibus patefacta est, nisi fraus hominum [[37]] cuncta pernicie corrumperet. namque ab exortu sideris cuiuscumque, sed nobilium maxime, aut caelestis arcus, si non sequantur imbres, sed ros tepescat solis radiis, medicamenta, non mella, gignuntur, oculis, ulceribus internisque visceribus dona caelestia. quod si servetur hoc sirio exoriente casuque congruat in eundem diem, ut saepe, Veneris aut Iovis Mercurive exortus, non alia suavitas visque mortalium malis a morte revocandis quam divini nectaris fiat. [[38]] Mel plenilunio uberius capitur, sereno die pinguius. in omni melle quod per se fluxit ut mustum oleumque, appellatur acetum. maxime laudabile est aestivum omne rutilum, ut siccioribus confectum diebus. album mel non fit ubi thymum est, sed oculis et ulceribus aptissimum existimatur. e thymo coloris aurei, saporis gratissimi, quo fit palam; doliolis pingu<e>, e marino rore spissum. quod [[39]] concrescit autem, minime laudatur. thymosum non coit et tactu praetenuia fila mittit, quod primum bonitatis argumentum est; abrumpi statim et resilire guttas vilitatis indicium habetur. sequens probatio ut sit odoratum et ex [[40]] dulci acre, glutinosum, perlucidum. aestiva mellatione X partem Cassio Dionysio apibus relinqui placet, si plenae fuerint alvi; si minus, pro rata portione aut, si inanes, omnino non attingi. huic vindemiae Attici signum dedere initium caprifici, alii diem Volcano sacrum. [[41]] Tertium genus mellis minime probatum silvestre, quod ericaeum vocant. convehitur post primos autumni imbres, cum erice sola floret in silvis, ob id harenoso simile. gignit id maxime arcturi exortus ex a. d. pr. id. Septembres. quidam aestivam mellationem ad arcturi exortum proferunt, quoniam ad aequinoctium autumni ab eo supersint dies XIIII, et ab aequinoctio ad vergiliarum occasum diebus [[42]]  XXXXVIII plurima sit erice. Athenienses eam tetra<l>icen appellant, Euboea sisyrum, putantque apibus esse gratissimam, fortassis quia tunc nulla alia sit copia. haec ergo mellatio fine vindemiae et vergiliarum occasu idibus Novembribus fere includitur. relinqui ex ea duas partes apibus ratio persuadet, et semper eas partes favorum, quae habe- [[43]]  ant erithacen. a bruma ad arcturi exortum diebus LX somno aluntur sine ullo cibo. ab arcturi exortu ad aequinoctium vernum tepidiore tractu iam vigilant, sed etiamnum alvo se continent servatosque in id tempus cibos repetunt. in Italia vero hoc idem a vergiliarum exortu faciunt et in  [[44]]  eum dormiunt. alvos quidam in eximendo melle expendunt, ita diribentes quantum relinquant. aequitas quidem etiam in iis obstringitur, feruntque societate fraudata alvos mori. in primis ergo praecipitur, lauti ut purique eximant mella. [[45]]  f<a>et<o>rem mulierumque menses odere. cum eximantur mella, apes abigi fumo utilissimum, ne irascantur aut ipsae avide vorent. fumo crebriore et ignavia earum excitatur ad opera, nam nisi incubavere, favos lividos faciunt. rursus fumo nimio inficiuntur, quando iniuriam celerrime sentiunt mella, vel minimo contactu roris acescentia. et ob id inter genera servatur quod acapnum vocant.";https://opentheso.huma-num.fr/?idc=105544&idt=th310;PLINE-11-annotéIPL
honey;"Venit hoc ex aere et maxime siderum exortu, praecipueque ipso sirio explendescente, nec omnino prius vergiliarum exortu, sublucanis temporibus. itaque tum prima aurora folia arborum melle roscida inveniuntur ac, si qui matutino sub diu fuere, unctas liquore vestes capillumque concretum sentiunt, sive ille est caeli sudor sive quaedam siderum saliva sive purgantis s<e> aeris sucus; utinamque esset purus ac liquidus et suae naturae, qualis defluit pri-  [[31]]  mo! nunc vero e tanta cadens altitudine multumque, dum venit, sordescens et obvio terrae halitu infectus, praeterea e fronde ac pabulis potus et in utriculos congestus apium _ore enim eum vomunt_, ad hoc suco florum corruptus et alvi <viti>is maceratus totiensque mutatus, magnam [[32]]  tamen caelestis naturae voluptatem adfert. ibi optimus semper, ubi optimorum doliolis florum conditur. <fit> Atticae regionis hoc et Siculae Hymetto et Hybla locis, mox Calydna insula. est autem initio mel ut aqua dilutum et primis diebus fervet ut musta seque purgat, vicensimo die crassescit, mox obducitur tenui membrana, quae fervoris ipsius spuma concrescit. sorbetur optimum et minime fronde infectum e quercus, tiliae, harundinum foliis. [[33]]  Summa quidem bonitatis natione constat, ut supra diximus, pluribus modis. aliubi enim favi cera spectabiles gignuntur, ut in Sicilia, Paelignis, aliubi copia mellis, ut in Creta, Cypro, Africa, aliubi magnitudine, ut in septentrionalibus, viso iam in Germania octo pedum longitudinis [[34]] favo in cav<a> parte nigr<o>. in quocumque tamen tractu terna sunt genera mellis. vernum ex floribus constructo favo, quod ideo vocatur anthinum. hoc quidam attingi vetant, ut largo alimento valida exeat suboles. alii ex nullo minus apibus relinquunt, quoniam magna sequatur ubertas magnorum siderum exortu, praeterea solstitio, cum thymum et uva [[35]] florere incipiunt, praecipua cellarum materia. est autem in eximendis favis necessaria dispensatio, quoniam inopia cibi desperant moriunturque aut diffugiunt, contra copia ignaviam adfert, ac iam melle, non erithace, pascuntur. ergo diligentiores ex hac vindemia XV partem apibus relinquunt. dies status inchoandae, ut quadam lege naturae, si scire aut observare homines vellent, tricensimus ab educto examine, fereque Maio mense includitur haec vindemia. [[36]] Alterum genus est mellis aestivi, quod ideo vocatur horaeon a tempestivitate praecipua, ipso sirio exsplendescente post solstitium diebus XXX fere. inmensa circa hoc subtilitas naturae mortalibus patefacta est, nisi fraus hominum [[37]] cuncta pernicie corrumperet. namque ab exortu sideris cuiuscumque, sed nobilium maxime, aut caelestis arcus, si non sequantur imbres, sed ros tepescat solis radiis, medicamenta, non mella, gignuntur, oculis, ulceribus internisque visceribus dona caelestia. quod si servetur hoc sirio exoriente casuque congruat in eundem diem, ut saepe, Veneris aut Iovis Mercurive exortus, non alia suavitas visque mortalium malis a morte revocandis quam divini nectaris fiat. [[38]] Mel plenilunio uberius capitur, sereno die pinguius. in omni melle quod per se fluxit ut mustum oleumque, appellatur acetum. maxime laudabile est aestivum omne rutilum, ut siccioribus confectum diebus. album mel non fit ubi thymum est, sed oculis et ulceribus aptissimum existimatur. e thymo coloris aurei, saporis gratissimi, quo fit palam; doliolis pingu<e>, e marino rore spissum. quod [[39]] concrescit autem, minime laudatur. thymosum non coit et tactu praetenuia fila mittit, quod primum bonitatis argumentum est; abrumpi statim et resilire guttas vilitatis indicium habetur. sequens probatio ut sit odoratum et ex [[40]] dulci acre, glutinosum, perlucidum. aestiva mellatione X partem Cassio Dionysio apibus relinqui placet, si plenae fuerint alvi; si minus, pro rata portione aut, si inanes, omnino non attingi. huic vindemiae Attici signum dedere initium caprifici, alii diem Volcano sacrum. [[41]] Tertium genus mellis minime probatum silvestre, quod ericaeum vocant. convehitur post primos autumni imbres, cum erice sola floret in silvis, ob id harenoso simile. gignit id maxime arcturi exortus ex a. d. pr. id. Septembres. quidam aestivam mellationem ad arcturi exortum proferunt, quoniam ad aequinoctium autumni ab eo supersint dies XIIII, et ab aequinoctio ad vergiliarum occasum diebus [[42]]  XXXXVIII plurima sit erice. Athenienses eam tetra<l>icen appellant, Euboea sisyrum, putantque apibus esse gratissimam, fortassis quia tunc nulla alia sit copia. haec ergo mellatio fine vindemiae et vergiliarum occasu idibus Novembribus fere includitur. relinqui ex ea duas partes apibus ratio persuadet, et semper eas partes favorum, quae habe- [[43]]  ant erithacen. a bruma ad arcturi exortum diebus LX somno aluntur sine ullo cibo. ab arcturi exortu ad aequinoctium vernum tepidiore tractu iam vigilant, sed etiamnum alvo se continent servatosque in id tempus cibos repetunt. in Italia vero hoc idem a vergiliarum exortu faciunt et in  [[44]]  eum dormiunt. alvos quidam in eximendo melle expendunt, ita diribentes quantum relinquant. aequitas quidem etiam in iis obstringitur, feruntque societate fraudata alvos mori. in primis ergo praecipitur, lauti ut purique eximant mella. [[45]]  f<a>et<o>rem mulierumque menses odere. cum eximantur mella, apes abigi fumo utilissimum, ne irascantur aut ipsae avide vorent. fumo crebriore et ignavia earum excitatur ad opera, nam nisi incubavere, favos lividos faciunt. rursus fumo nimio inficiuntur, quando iniuriam celerrime sentiunt mella, vel minimo contactu roris acescentia. et ob id inter genera servatur quod acapnum vocant.";https://opentheso.huma-num.fr/?idc=pcrtsPauzzRS5z&idt=th310;PLINE-11-annotéIPL
intellectual authority;Fetus quonam modo progenerarent, magna inter eruditos et subtilis fuit quaestio.;https://opentheso.huma-num.fr/?idc=105301&idt=th310;PLINE-11-annotéIPL
undefined author/s;Fetus quonam modo progenerarent, magna inter eruditos et subtilis fuit quaestio.;https://opentheso.huma-num.fr/?idc=105818&idt=th310;PLINE-11-annotéIPL
mouth;ore confingi;https://opentheso.huma-num.fr/?idc=105131&idt=th310;PLINE-11-annotéIPL
intellectual authority;plures existimavere ore confingi floribus compositas apte atque utiliter;https://opentheso.huma-num.fr/?idc=105301&idt=th310;PLINE-11-annotéIPL
undefined author/s;plures existimavere ore confingi floribus compositas apte atque utiliter;https://opentheso.huma-num.fr/?idc=105818&idt=th310;PLINE-11-annotéIPL
flower;floribus compositas apte atque utiliter;https://opentheso.huma-num.fr/?idc=107531&idt=th310;PLINE-11-annotéIPL
male;hunc esse solum marem;https://opentheso.huma-num.fr/?idc=105289&idt=th310;PLINE-11-annotéIPL
mating;"apium enim coitus visus est numquam. plures existimavere ore confingi floribus compositas apte atque utiliter; aliqui coitu unius, qui rex in quoque appelletur examine: hunc esse solum marem, praecipua magnitudine, ne fatiscat";https://opentheso.huma-num.fr/?idc=107233&idt=th310;PLINE-11-annotéIPL
size;praecipua magnitudine, ne fatiscat;https://opentheso.huma-num.fr/?idc=105270&idt=th310;PLINE-11-annotéIPL
offspring;fetum sine eo non edi;https://opentheso.huma-num.fr/?idc=105371&idt=th310;PLINE-11-annotéIPL
king bee;tamquam marem;https://opentheso.huma-num.fr/?idc=107580&idt=th310;PLINE-11-annotéIPL
male;tamquam marem;https://opentheso.huma-num.fr/?idc=105289&idt=th310;PLINE-11-annotéIPL
female;apesque reliquas tamquam marem feminas comitari;https://opentheso.huma-num.fr/?idc=105290&idt=th310;PLINE-11-annotéIPL
king bee;"coitu unius, qui rex in quoque appelletur examine: hunc esse solum marem, praecipua magnitudine, ne fatiscat; ideo fetum sine eo non edi, apesque reliquas tamquam marem feminas comitari, non tamquam ducem";https://opentheso.huma-num.fr/?idc=107580&idt=th310;PLINE-11-annotéIPL
hierarchy;non tamquam ducem;https://opentheso.huma-num.fr/?idc=105459&idt=th310;PLINE-11-annotéIPL
intellectual authority;"aliqui coitu unius, qui rex in quoque appelletur examine: hunc esse solum marem, praecipua magnitudine, ne fatiscat; ideo fetum sine eo non edi, apesque reliquas tamquam marem feminas comitari, non tamquam ducem.";https://opentheso.huma-num.fr/?idc=105301&idt=th310;PLINE-11-annotéIPL
undefined author/s;"aliqui coitu unius, qui rex in quoque appelletur examine: hunc esse solum marem, praecipua magnitudine, ne fatiscat; ideo fetum sine eo non edi, apesque reliquas tamquam marem feminas comitari, non tamquam ducem.";https://opentheso.huma-num.fr/?idc=105818&idt=th310;PLINE-11-annotéIPL
mating;idem coitus;https://opentheso.huma-num.fr/?idc=107233&idt=th310;PLINE-11-annotéIPL
offspring;inperfectos generet alios;https://opentheso.huma-num.fr/?idc=105371&idt=th310;PLINE-11-annotéIPL
drone;quam probabilem alias sententiam fucorum proventus coarguit. quae enim ratio, ut idem coitus [[47]] inperfectos generet alios?;https://opentheso.huma-num.fr/?idc=107582&idt=th310;PLINE-11-annotéIPL
size;apes grandiores;https://opentheso.huma-num.fr/?idc=105270&idt=th310;PLINE-11-annotéIPL
intraspecific violence;ceteras fugant;https://opentheso.huma-num.fr/?idc=106520&idt=th310;PLINE-11-annotéIPL
fear;ceteras fugant;https://opentheso.huma-num.fr/?idc=105474&idt=th310;PLINE-11-annotéIPL
flight;ceteras fugant;https://opentheso.huma-num.fr/?idc=105850&idt=th310;PLINE-11-annotéIPL
offspring;quippe nascuntur aliquando in extremis favis apes grandiores, quae ceteras fugant. oestrus vocatur hoc malum, quonam modo nascens, [[48]]  si ipsae fingunt?;https://opentheso.huma-num.fr/?idc=105371&idt=th310;PLINE-11-annotéIPL
drone;quippe nascuntur aliquando in extremis favis apes grandiores, quae ceteras fugant. oestrus vocatur hoc malum, quonam modo nascens, [[48]]  si ipsae fingunt?;https://opentheso.huma-num.fr/?idc=107582&idt=th310;PLINE-11-annotéIPL
hen;gallinarum modo;https://opentheso.huma-num.fr/?idc=5078&idt=th310;PLINE-11-annotéIPL
incubation;quod certum est, gallinarum modo incubant.;https://opentheso.huma-num.fr/?idc=105985&idt=th310;PLINE-11-annotéIPL
larva;vermiculus videtur candidus, iacens transversus adhaerensque ita ut pars cerae videatur;https://opentheso.huma-num.fr/?idc=107636&idt=th310;PLINE-11-annotéIPL
vermis;vermiculus videtur candidus, iacens transversus adhaerensque ita ut pars cerae videatur;https://opentheso.huma-num.fr/?idc=107743&idt=th310;PLINE-11-annotéIPL
flower;ut electo flore ex omni copia factus;https://opentheso.huma-num.fr/?idc=107531&idt=th310;PLINE-11-annotéIPL
wing;statim pinniger;https://opentheso.huma-num.fr/?idc=105865&idt=th310;PLINE-11-annotéIPL
winged;pinniger;https://opentheso.huma-num.fr/?idc=106753&idt=th310;PLINE-11-annotéIPL
king bee;rex statim mellei coloris, ut electo flore ex omni copia factus, neque vermiculus, sed statim pinniger.;https://opentheso.huma-num.fr/?idc=107580&idt=th310;PLINE-11-annotéIPL
larva;rex statim mellei coloris, ut electo flore ex omni copia factus, neque vermiculus, sed statim pinniger.;https://opentheso.huma-num.fr/?idc=107636&idt=th310;PLINE-11-annotéIPL
vermis;rex statim mellei coloris, ut electo flore ex omni copia factus, neque vermiculus, sed statim pinniger.;https://opentheso.huma-num.fr/?idc=107743&idt=th310;PLINE-11-annotéIPL
nympha;nymphae;https://opentheso.huma-num.fr/?idc=108395&idt=th310;PLINE-11-annotéIPL
head;capita demat prius quam pinnas habeant;https://opentheso.huma-num.fr/?idc=105124&idt=th310;PLINE-11-annotéIPL
wing;capita demat prius quam pinnas habeant;https://opentheso.huma-num.fr/?idc=105865&idt=th310;PLINE-11-annotéIPL
cannibalism;si quis alterutris capita demat prius quam pinnas habeant, pro gratissimo sunt pabulo matribus;https://opentheso.huma-num.fr/?idc=pcrtivn36NWqoe&idt=th310;PLINE-11-annotéIPL
filio-parental relationship;pro gratissimo sunt pabulo matribus;https://opentheso.huma-num.fr/?idc=105463&idt=th310;PLINE-11-annotéIPL
larviparous;id, quod exclusum est, primo vermiculus videtur candidus, iacens transversus adhaerensque ita ut pars cerae videatur. rex statim mellei coloris, ut electo flore ex omni copia factus, neque vermiculus, sed statim pinniger. cetera turba cum formam capere coepit, nymphae vocantur, ut fuci [[49]] serenes aut ce<ph>enes. si quis alterutris capita demat prius quam pinnas habeant, pro gratissimo sunt pabulo matribus.;https://opentheso.huma-num.fr/?idc=105360&idt=th310;PLINE-11-annotéIPL
nourishment;instillant cibos;https://opentheso.huma-num.fr/?idc=105246&idt=th310;PLINE-11-annotéIPL
