annotation;text;concept;chapter
male;eodem tempore mares obeunt;https://opentheso.huma-num.fr/?idc=105289&idt=th310;PLINE-11-annotéIPL
death;eodem tempore mares obeunt;https://opentheso.huma-num.fr/?idc=106471&idt=th310;PLINE-11-annotéIPL
reproduction;"Hae pariunt, in terram demisso spinae caule, ova condensa autumni tempore. ea durant hieme; e terra subsequenti anno exitu veris emittunt parvas, nigrantes et sine cruribus pinnisque reptantes. itaque vernis aquis intereunt  [[102]] ova, sicco vere maior proventus. alii duplicem earum fetum geminumque exitium tradunt: vergiliarum exortu parere, deinde ad canis ortum obire et alias renasci; quidam arcturi occasu renasci. mori matres, cum pepererint, certum est, vermiculo statim circa fauces innascente qui eas strangulat. eodem tempore mares obeunt.";https://opentheso.huma-num.fr/?idc=105248&idt=th310;PLINE-11-annotéIPL
snake;faucibus eius adprehensis mordicus;https://opentheso.huma-num.fr/?idc=106259&idt=th310;PLINE-11-annotéIPL
throat;faucibus eius adprehensis mordicus;https://opentheso.huma-num.fr/?idc=105211&idt=th310;PLINE-11-annotéIPL
locust;adprehensis mordicus;https://opentheso.huma-num.fr/?idc=105944&idt=th310;PLINE-11-annotéIPL
bite;adprehensis mordicus;https://opentheso.huma-num.fr/?idc=105616&idt=th310;PLINE-11-annotéIPL
fight;e<t> tam frivola ratione morientes serpentem, cum libuit, necant singulae, faucibus eius adprehensis mordicus.;https://opentheso.huma-num.fr/?idc=105848&idt=th310;PLINE-11-annotéIPL
snake;e<t> tam frivola ratione morientes serpentem, cum libuit, necant singulae, faucibus eius adprehensis mordicus.;https://opentheso.huma-num.fr/?idc=106259&idt=th310;PLINE-11-annotéIPL
death;e<t> tam frivola ratione morientes serpentem, cum libuit, necant singulae, faucibus eius adprehensis mordicus.;https://opentheso.huma-num.fr/?idc=106471&idt=th310;PLINE-11-annotéIPL
birth;non nascuntur ni<si> rimosis lo-  [[103]] cis.;https://opentheso.huma-num.fr/?idc=105367&idt=th310;PLINE-11-annotéIPL
habitat;non nascuntur ni<si> rimosis lo-  [[103]] cis.;https://opentheso.huma-num.fr/?idc=105621&idt=th310;PLINE-11-annotéIPL
size;ternum pedum longitudinis esse;https://opentheso.huma-num.fr/?idc=105270&idt=th310;PLINE-11-annotéIPL
foot;ternum pedum longitudinis esse;https://opentheso.huma-num.fr/?idc=105155&idt=th310;PLINE-11-annotéIPL
leg;cruribus et feminibus serrarum usum praebere;https://opentheso.huma-num.fr/?idc=105149&idt=th310;PLINE-11-annotéIPL
technical use;cruribus et feminibus serrarum usum praebere;https://opentheso.huma-num.fr/?idc=105979&idt=th310;PLINE-11-annotéIPL
death;cum inaruerint;https://opentheso.huma-num.fr/?idc=106471&idt=th310;PLINE-11-annotéIPL
India;in India ternum pedum longitudinis esse traduntur, cruribus et feminibus serrarum usum praebere, cum inaruerint.;https://opentheso.huma-num.fr/?idc=107786&idt=th310;PLINE-11-annotéIPL
tradition;in India ternum pedum longitudinis esse traduntur, cruribus et feminibus serrarum usum praebere, cum inaruerint.;https://opentheso.huma-num.fr/?idc=106540&idt=th310;PLINE-11-annotéIPL
gregarious;gregatim;https://opentheso.huma-num.fr/?idc=105457&idt=th310;PLINE-11-annotéIPL
wind;sublatae vento in maria aut stagna decidunt;https://opentheso.huma-num.fr/?idc=105642&idt=th310;PLINE-11-annotéIPL
intellectual authority;ut prisci existimavere, madefactis nocturno umore alis;https://opentheso.huma-num.fr/?idc=105301&idt=th310;PLINE-11-annotéIPL
undefined author/s;ut prisci existimavere, madefactis nocturno umore alis;https://opentheso.huma-num.fr/?idc=105818&idt=th310;PLINE-11-annotéIPL
humidity;madefactis nocturno umore alis;https://opentheso.huma-num.fr/?idc=105647&idt=th310;PLINE-11-annotéIPL
wing;madefactis nocturno umore alis;https://opentheso.huma-num.fr/?idc=105865&idt=th310;PLINE-11-annotéIPL
nighttime;madefactis nocturno umore alis;https://opentheso.huma-num.fr/?idc=105651&idt=th310;PLINE-11-annotéIPL
death;est et alius earum obitus: gregatim sublatae vento in maria aut stagna decidunt. forte hoc casuque evenit, non, ut prisci existimavere, madefactis nocturno umore alis.;https://opentheso.huma-num.fr/?idc=106471&idt=th310;PLINE-11-annotéIPL
nighttime;noctibus;https://opentheso.huma-num.fr/?idc=105651&idt=th310;PLINE-11-annotéIPL
cold;propter frigora;https://opentheso.huma-num.fr/?idc=105645&idt=th310;PLINE-11-annotéIPL
tradition;tradiderunt;https://opentheso.huma-num.fr/?idc=106540&idt=th310;PLINE-11-annotéIPL
intellectual authority;<i>idem quippe nec volare eas noctibus propter frigora tradiderunt, ignari etiam longinqua maria ab <i>is transiri;https://opentheso.huma-num.fr/?idc=105301&idt=th310;PLINE-11-annotéIPL
undefined author/s;<i>idem quippe nec volare eas noctibus propter frigora tradiderunt, ignari etiam longinqua maria ab <i>is transiri;https://opentheso.huma-num.fr/?idc=105818&idt=th310;PLINE-11-annotéIPL
hunger;fame  [[104]] quoque, quam propter externa pabula petere sciunt;https://opentheso.huma-num.fr/?idc=105840&idt=th310;PLINE-11-annotéIPL
nourishment;fame  [[104]] quoque, quam propter externa pabula petere sciunt;https://opentheso.huma-num.fr/?idc=105246&idt=th310;PLINE-11-annotéIPL
locomotion form;nec volare eas noctibus propter frigora tradiderunt, ignari etiam longinqua maria ab <i>is transiri, continuata plurium dierum_quod maxime miremur_fame  [[104]] quoque, quam propter externa pabula petere sciunt.;https://opentheso.huma-num.fr/?idc=105379&idt=th310;PLINE-11-annotéIPL
flying;nec volare eas noctibus propter frigora tradiderunt, ignari etiam longinqua maria ab <i>is transiri, continuata plurium dierum_quod maxime miremur_fame  [[104]] quoque, quam propter externa pabula petere sciunt.;https://opentheso.huma-num.fr/?idc=105383&idt=th310;PLINE-11-annotéIPL
animal instrument of the god;deorum irae pestis ea intellegitur.;https://opentheso.huma-num.fr/?idc=105598&idt=th310;PLINE-11-annotéIPL
size;grandiores;https://opentheso.huma-num.fr/?idc=105270&idt=th310;PLINE-11-annotéIPL
flying;tanto volant pinnarum stridore, ut [aliae] alites credantur;https://opentheso.huma-num.fr/?idc=105383&idt=th310;PLINE-11-annotéIPL
wing;tanto volant pinnarum stridore, ut [aliae] alites credantur;https://opentheso.huma-num.fr/?idc=105865&idt=th310;PLINE-11-annotéIPL
sound;tanto volant pinnarum stridore, ut [aliae] alites credantur;https://opentheso.huma-num.fr/?idc=105250&idt=th310;PLINE-11-annotéIPL
bird;ut [aliae] alites credantur;https://opentheso.huma-num.fr/?idc=5035&idt=th310;PLINE-11-annotéIPL
sea;maria transisse;https://opentheso.huma-num.fr/?idc=105692&idt=th310;PLINE-11-annotéIPL
force;sufficiunt quippe vires et, tamquam parum sit maria transisse, inmensos tractus permeant;https://opentheso.huma-num.fr/?idc=105280&idt=th310;PLINE-11-annotéIPL
migration;sufficiunt quippe vires et, tamquam parum sit maria transisse, inmensos tractus permeant;https://opentheso.huma-num.fr/?idc=105465&idt=th310;PLINE-11-annotéIPL
bite;omnia vero morsu erodentes et fores quoque tectorum;https://opentheso.huma-num.fr/?idc=105616&idt=th310;PLINE-11-annotéIPL
destructive capacity;diraque messibus nube contegunt, multa contactu adurentes, omnia vero morsu erodentes et fores quoque tectorum.;https://opentheso.huma-num.fr/?idc=106947&idt=th310;PLINE-11-annotéIPL
Italy;Italiam ex Africa maxime coortae infestant,;https://opentheso.huma-num.fr/?idc=105718&idt=th310;PLINE-11-annotéIPL
Africa;Italiam ex Africa maxime coortae infestant,;https://opentheso.huma-num.fr/?idc=pcrtWenr3MyngA&idt=th310;PLINE-11-annotéIPL
Romans;saepe populo R<omano> ad Sibyllina coacto remedia confugere inopiae metu.;https://opentheso.huma-num.fr/?idc=pcrtkERiWybjc4&idt=th310;PLINE-11-annotéIPL
egg;ova obterendo;https://opentheso.huma-num.fr/?idc=105548&idt=th310;PLINE-11-annotéIPL
baby;dein fetum;https://opentheso.huma-num.fr/?idc=105291&idt=th310;PLINE-11-annotéIPL
adult;postremo adul-  [[106]]  tas;https://opentheso.huma-num.fr/?idc=105292&idt=th310;PLINE-11-annotéIPL
Cyrenaica;in Cyrenaica regione lex etiam est ter anno debellandi eas, primo ova obterendo, dein fetum, postremo adul-  [[106]]  tas, desertoris poena in eum qui cessaverit.;https://opentheso.huma-num.fr/?idc=107924&idt=th310;PLINE-11-annotéIPL
Lemnus;et in Lemno insula certa mensura praefinita est, quam singuli enecatarum ad magistratus referant.;https://opentheso.huma-num.fr/?idc=108429&idt=th310;PLINE-11-annotéIPL
domesticated animal;ob id colunt;https://opentheso.huma-num.fr/?idc=105539&idt=th310;PLINE-11-annotéIPL
locomotion form;adverso volatu occurrentes;https://opentheso.huma-num.fr/?idc=105379&idt=th310;PLINE-11-annotéIPL
flying;adverso volatu occurrentes;https://opentheso.huma-num.fr/?idc=105383&idt=th310;PLINE-11-annotéIPL
Syria;necare et in Syria militari imperio coguntur.;https://opentheso.huma-num.fr/?idc=107826&idt=th310;PLINE-11-annotéIPL
plague;deorum irae pestis ea intellegitur. namque et grandiores cernuntur et tanto volant pinnarum stridore, ut [aliae] alites credantur, solemque obumbran<t> sollicitis suspectantibus populis, ne suas operiant terras. sufficiunt quippe vires et, tamquam parum sit maria transisse, inmensos tractus permeant diraque messibus nube contegunt, multa contactu adurentes, omnia vero morsu erodentes et fores quoque tectorum.  [[105]] Italiam ex Africa maxime coortae infestant, saepe populo R<omano> ad Sibyllina coacto remedia confugere inopiae metu. in Cyrenaica regione lex etiam est ter anno debellandi eas, primo ova obterendo, dein fetum, postremo adul-  [[106]]  tas, desertoris poena in eum qui cessaverit. et in Lemno insula certa mensura praefinita est, quam singuli enecatarum ad magistratus referant. graculos quoque ob id colunt adverso volatu occurrentes earum exitio. necare et in Syria militari imperio coguntur. tot orbis partibus vagatur id malum.;https://opentheso.huma-num.fr/?idc=105620&idt=th310;PLINE-11-annotéIPL
nourishment among non Greeks/Romans;in cibo gratae;https://opentheso.huma-num.fr/?idc=105580&idt=th310;PLINE-11-annotéIPL
Parthians;Parthis et hae in cibo gratae.;https://opentheso.huma-num.fr/?idc=pcrtGLlibjaIZ7&idt=th310;PLINE-11-annotéIPL
neck;ab occipitio videtur. eo loco in commissura scapularum habere quasi dentes existimantur eosque inter se terendo stridorem edere;https://opentheso.huma-num.fr/?idc=105140&idt=th310;PLINE-11-annotéIPL
dent;ab occipitio videtur. eo loco in commissura scapularum habere quasi dentes existimantur eosque inter se terendo stridorem edere;https://opentheso.huma-num.fr/?idc=105134&idt=th310;PLINE-11-annotéIPL
dent;ab occipitio videtur. eo loco in commissura scapularum habere quasi dentes existimantur eosque inter se terendo stridorem edere;https://opentheso.huma-num.fr/?idc=pcrtB5MOlwoFbc&idt=th310;PLINE-11-annotéIPL
equinox general;circa duo maxime aequinoctia;https://opentheso.huma-num.fr/?idc=107433&idt=th310;PLINE-11-annotéIPL
cicada;sicut cicadae circa solstitium;https://opentheso.huma-num.fr/?idc=107517&idt=th310;PLINE-11-annotéIPL
solstice;sicut cicadae circa solstitium;https://opentheso.huma-num.fr/?idc=107437&idt=th310;PLINE-11-annotéIPL
sound;Vox earum proficisci ab occipitio videtur. eo loco in commissura scapularum habere quasi dentes existimantur eosque inter se terendo stridorem edere, circa duo maxime aequinoctia, sicut cicadae circa solstitium.;https://opentheso.huma-num.fr/?idc=105250&idt=th310;PLINE-11-annotéIPL
voice;Vox earum proficisci ab occipitio videtur. eo loco in commissura scapularum habere quasi dentes existimantur eosque inter se terendo stridorem edere, circa duo maxime aequinoctia, sicut cicadae circa solstitium.;https://opentheso.huma-num.fr/?idc=105391&idt=th310;PLINE-11-annotéIPL
entomon;qui et insectorum omnium quae coeunt;https://opentheso.huma-num.fr/?idc=107515&idt=th310;PLINE-11-annotéIPL
male;marem;https://opentheso.huma-num.fr/?idc=105289&idt=th310;PLINE-11-annotéIPL
female;portante femina, in eum feminarum ultimo caudae reflexo tardoque digressu;https://opentheso.huma-num.fr/?idc=105290&idt=th310;PLINE-11-annotéIPL
tail;portante femina, in eum feminarum ultimo caudae reflexo tardoque digressu;https://opentheso.huma-num.fr/?idc=105164&idt=th310;PLINE-11-annotéIPL
mating;coitus locustarum qui et insectorum omnium quae coeunt, marem portante femina, in eum feminarum ultimo caudae reflexo tardoque digressu.;https://opentheso.huma-num.fr/?idc=107233&idt=th310;PLINE-11-annotéIPL
size;minores autem in omni hoc genere feminis mares;https://opentheso.huma-num.fr/?idc=105270&idt=th310;PLINE-11-annotéIPL
male;minores autem in omni hoc genere feminis mares;https://opentheso.huma-num.fr/?idc=105289&idt=th310;PLINE-11-annotéIPL
female;minores autem in omni hoc genere feminis mares;https://opentheso.huma-num.fr/?idc=105290&idt=th310;PLINE-11-annotéIPL
locust;"ut locustis. Hae pariunt, in terram demisso spinae caule, ova condensa autumni tempore. ea durant hieme; e terra subsequenti anno exitu veris emittunt parvas, nigrantes et sine cruribus pinnisque reptantes. itaque vernis aquis intereunt  [[102]] ova, sicco vere maior proventus. alii duplicem earum fetum geminumque exitium tradunt: vergiliarum exortu parere, deinde ad canis ortum obire et alias renasci; quidam arcturi occasu renasci. mori matres, cum pepererint, certum est, vermiculo statim circa fauces innascente qui eas strangulat. eodem tempore mares obeunt. e<t> tam frivola ratione morientes serpentem, cum libuit, necant singulae, faucibus eius adprehensis mordicus. non nascuntur ni<si> rimosis lo-  [[103]] cis. in India ternum pedum longitudinis esse traduntur, cruribus et feminibus serrarum usum praebere, cum inaruerint. est et alius earum obitus: gregatim sublatae vento in maria aut stagna decidunt. forte hoc casuque evenit, non, ut prisci existimavere, madefactis nocturno umore alis. <i>idem quippe nec volare eas noctibus propter frigora tradiderunt, ignari etiam longinqua maria ab <i>is transiri, continuata plurium dierum_quod maxime miremur_fame  [[104]] quoque, quam propter externa pabula petere sciunt. deorum irae pestis ea intellegitur. namque et grandiores cernuntur et tanto volant pinnarum stridore, ut [aliae] alites credantur, solemque obumbran<t> sollicitis suspectantibus populis, ne suas operiant terras. sufficiunt quippe vires et, tamquam parum sit maria transisse, inmensos tractus permeant diraque messibus nube contegunt, multa contactu adurentes, omnia vero morsu erodentes et fores quoque tectorum.  [[105]] Italiam ex Africa maxime coortae infestant, saepe populo R<omano> ad Sibyllina coacto remedia confugere inopiae metu. in Cyrenaica regione lex etiam est ter anno debellandi eas, primo ova obterendo, dein fetum, postremo adul-  [[106]]  tas, desertoris poena in eum qui cessaverit. et in Lemno insula certa mensura praefinita est, quam singuli enecatarum ad magistratus referant. graculos quoque ob id colunt adverso volatu occurrentes earum exitio. necare et in Syria militari imperio coguntur. tot orbis partibus vagatur id malum. Parthis et hae in cibo gratae.  [[107]] Vox earum proficisci ab occipitio videtur. eo loco in commissura scapularum habere quasi dentes existimantur eosque inter se terendo stridorem edere, circa duo maxime aequinoctia, sicut cicadae circa solstitium. coitus locustarum qui et insectorum omnium quae coeunt, marem portante femina, in eum feminarum ultimo caudae reflexo tardoque digressu. minores autem in omni hoc genere feminis mares.";https://opentheso.huma-num.fr/?idc=105944&idt=th310;PLINE-11-annotéIPL
entomon;Plurima insectorum vermiculum gignunt,;https://opentheso.huma-num.fr/?idc=107515&idt=th310;PLINE-11-annotéIPL
offspring;Plurima insectorum vermiculum gignunt,;https://opentheso.huma-num.fr/?idc=105371&idt=th310;PLINE-11-annotéIPL
vermis;Plurima insectorum vermiculum gignunt,;https://opentheso.huma-num.fr/?idc=107743&idt=th310;PLINE-11-annotéIPL
larva;Plurima insectorum vermiculum gignunt,;https://opentheso.huma-num.fr/?idc=107636&idt=th310;PLINE-11-annotéIPL
egg;similem ovis;https://opentheso.huma-num.fr/?idc=105548&idt=th310;PLINE-11-annotéIPL
spring;vere;https://opentheso.huma-num.fr/?idc=105655&idt=th310;PLINE-11-annotéIPL
work;communicantes laborem;https://opentheso.huma-num.fr/?idc=107519&idt=th310;PLINE-11-annotéIPL
teamwork;communicantes laborem;https://opentheso.huma-num.fr/?idc=105447&idt=th310;PLINE-11-annotéIPL
similarity to another animal;ut apes;https://opentheso.huma-num.fr/?idc=105268&idt=th310;PLINE-11-annotéIPL
bee;ut apes;https://opentheso.huma-num.fr/?idc=pcrtnpPag9iONJ&idt=th310;PLINE-11-annotéIPL
bee;illae faciunt cibos;https://opentheso.huma-num.fr/?idc=pcrtnpPag9iONJ&idt=th310;PLINE-11-annotéIPL
nourishment;illae faciunt cibos;https://opentheso.huma-num.fr/?idc=105246&idt=th310;PLINE-11-annotéIPL
ant;hae condunt;https://opentheso.huma-num.fr/?idc=105927&idt=th310;PLINE-11-annotéIPL
nourishment;hae condunt;https://opentheso.huma-num.fr/?idc=105246&idt=th310;PLINE-11-annotéIPL
hiding;hae condunt;https://opentheso.huma-num.fr/?idc=108337&idt=th310;PLINE-11-annotéIPL
force;ac si quis conparet onera corporibus earum, fateatur nullis portione vires esse maiores.;https://opentheso.huma-num.fr/?idc=105280&idt=th310;PLINE-11-annotéIPL
bite;gerunt ea morsu;https://opentheso.huma-num.fr/?idc=105616&idt=th310;PLINE-11-annotéIPL
hind leg;maiora aversae postremis pedibus moliuntur;https://opentheso.huma-num.fr/?idc=105153&idt=th310;PLINE-11-annotéIPL
loin;umeris obnixae;https://opentheso.huma-num.fr/?idc=105142&idt=th310;PLINE-11-annotéIPL
social organisation;his rei p<ublicae> ratio;https://opentheso.huma-num.fr/?idc=105458&idt=th310;PLINE-11-annotéIPL
memory;memoria;https://opentheso.huma-num.fr/?idc=105433&idt=th310;PLINE-11-annotéIPL
intelligence;cura;https://opentheso.huma-num.fr/?idc=105427&idt=th310;PLINE-11-annotéIPL
rain;imbre;https://opentheso.huma-num.fr/?idc=105643&idt=th310;PLINE-11-annotéIPL
nourishment;semina adrosa condunt, ne rursus in frugem exeant e terra, maiora ad introitum dividunt, madefacta imbre proferunt atque siccant.;https://opentheso.huma-num.fr/?idc=105246&idt=th310;PLINE-11-annotéIPL
full moon;plena luna;https://opentheso.huma-num.fr/?idc=105661&idt=th310;PLINE-11-annotéIPL
new moon;interlunio;https://opentheso.huma-num.fr/?idc=105659&idt=th310;PLINE-11-annotéIPL
nighttime;operantur et noctu plena luna, eaedem interlunio cessant.;https://opentheso.huma-num.fr/?idc=105651&idt=th310;PLINE-11-annotéIPL
work;operantur et noctu plena luna, eaedem interlunio cessant.;https://opentheso.huma-num.fr/?idc=107519&idt=th310;PLINE-11-annotéIPL
work;iam in opere qui labor, quae sedulitas!;https://opentheso.huma-num.fr/?idc=107519&idt=th310;PLINE-11-annotéIPL
social behaviour;et quoniam ex diverso convehunt altera alterius ignara, certi dies ad reco-  [[110]]  gnitionem mutuam nundinis dantur. quae tunc earum concursatio, quam diligens cum obviis quaedam conlocutio atque percunctatio! silices itinere earum adtritos videmus et opere semitam factam, ne quis dubitet, qualibet in re quid possit quantulacumque adsiduitas.;https://opentheso.huma-num.fr/?idc=105454&idt=th310;PLINE-11-annotéIPL
respect towards the dead;sepeliunt inter se viventium solae praeter hominem.;https://opentheso.huma-num.fr/?idc=105509&idt=th310;PLINE-11-annotéIPL
comparison with human behaviour and qualities;sepeliunt inter se viventium solae praeter hominem.;https://opentheso.huma-num.fr/?idc=105409&idt=th310;PLINE-11-annotéIPL
Sicily;non sunt in Sicilia pinnatae.;https://opentheso.huma-num.fr/?idc=107792&idt=th310;PLINE-11-annotéIPL
wing;non sunt in Sicilia pinnatae.;https://opentheso.huma-num.fr/?idc=105865&idt=th310;PLINE-11-annotéIPL
horn;cornua;https://opentheso.huma-num.fr/?idc=105127&idt=th310;PLINE-11-annotéIPL
Erythrae;Erythris in aede Herculis;https://opentheso.huma-num.fr/?idc=108431&idt=th310;PLINE-11-annotéIPL
Hercules;in aede Herculis;https://opentheso.huma-num.fr/?idc=pcrtBkcigQKYgy&idt=th310;PLINE-11-annotéIPL
gold;aurum hae cavernis egerunt terra;https://opentheso.huma-num.fr/?idc=pcrtuihSl3eSnW&idt=th310;PLINE-11-annotéIPL
India;in regione septentrionalium Indorum qui Dardae vocantur.;https://opentheso.huma-num.fr/?idc=107786&idt=th310;PLINE-11-annotéIPL
Indians;in regione septentrionalium Indorum qui Dardae vocantur.;https://opentheso.huma-num.fr/?idc=pcrtj8urIFfA6b&idt=th310;PLINE-11-annotéIPL
color;ipsis color felium;https://opentheso.huma-num.fr/?idc=105273&idt=th310;PLINE-11-annotéIPL
similarity to another animal;ipsis color felium;https://opentheso.huma-num.fr/?idc=105268&idt=th310;PLINE-11-annotéIPL
cat;ipsis color felium;https://opentheso.huma-num.fr/?idc=pcrtBEscNJUhBp&idt=th310;PLINE-11-annotéIPL
size;magnitudo Aegypti luporum;https://opentheso.huma-num.fr/?idc=105270&idt=th310;PLINE-11-annotéIPL
wolf;magnitudo Aegypti luporum;https://opentheso.huma-num.fr/?idc=pcrtnvLSUa7dJG&idt=th310;PLINE-11-annotéIPL
winter;tempore hiberno;https://opentheso.huma-num.fr/?idc=105657&idt=th310;PLINE-11-annotéIPL
summer;aestivo fervore;https://opentheso.huma-num.fr/?idc=105656&idt=th310;PLINE-11-annotéIPL
smell;odore sollicitatae;https://opentheso.huma-num.fr/?idc=105402&idt=th310;PLINE-11-annotéIPL
locomotion form;provolant;https://opentheso.huma-num.fr/?idc=105379&idt=th310;PLINE-11-annotéIPL
flying;provolant;https://opentheso.huma-num.fr/?idc=105383&idt=th310;PLINE-11-annotéIPL
damage to man;crebroque lacerant;https://opentheso.huma-num.fr/?idc=106284&idt=th310;PLINE-11-annotéIPL
attack;crebroque lacerant;https://opentheso.huma-num.fr/?idc=105614&idt=th310;PLINE-11-annotéIPL
camel;quamvis praevelocibus camelis fugientes;https://opentheso.huma-num.fr/?idc=pcrt0wSiSXpLTf&idt=th310;PLINE-11-annotéIPL
domesticated animal;quamvis praevelocibus camelis fugientes;https://opentheso.huma-num.fr/?idc=105539&idt=th310;PLINE-11-annotéIPL
speed;quamvis praevelocibus camelis fugientes;https://opentheso.huma-num.fr/?idc=105387&idt=th310;PLINE-11-annotéIPL
speed;pernicitas;https://opentheso.huma-num.fr/?idc=105387&idt=th310;PLINE-11-annotéIPL
ferocity;tanta pernicitas feritasque est cum amore auri;https://opentheso.huma-num.fr/?idc=105423&idt=th310;PLINE-11-annotéIPL
ant;"vermiculum gignunt, nam et formicae similem ovis vere, et hae communicantes laborem ut apes, sed illae faciunt cibos, hae condunt. ac si quis conparet onera corporibus earum, fateatur nullis portione vires esse maiores. gerunt ea morsu; maiora aversae postremis pedibus moliuntur umeris obnixae. et  [[109]] his rei p<ublicae> ratio, memoria, cura. semina adrosa condunt, ne rursus in frugem exeant e terra, maiora ad introitum dividunt, madefacta imbre proferunt atque siccant. operantur et noctu plena luna, eaedem interlunio cessant. iam in opere qui labor, quae sedulitas! et quoniam ex diverso convehunt altera alterius ignara, certi dies ad reco-  [[110]]  gnitionem mutuam nundinis dantur. quae tunc earum concursatio, quam diligens cum obviis quaedam conlocutio atque percunctatio! silices itinere earum adtritos videmus et opere semitam factam, ne quis dubitet, qualibet in re quid possit quantulacumque adsiduitas. sepeliunt inter se viventium solae praeter hominem. non sunt in Sicilia pinnatae.  [[111]] Indicae formicae cornua Erythris in aede Herculis fixa miraculo fuere. aurum hae cavernis egerunt terra in regione septentrionalium Indorum qui Dardae vocantur. ipsis color felium, magnitudo Aegypti luporum. erutum hoc ab iis tempore hiberno Indi furantur aestivo fervore, conditis propter vaporem in cuniculos formicis, quae tamen odore sollicitatae provolant crebroque lacerant quamvis praevelocibus camelis fugientes. tanta pernicitas feritasque est cum amore auri.";https://opentheso.huma-num.fr/?idc=105927&idt=th310;PLINE-11-annotéIPL
entomon;Multa autem insecta et aliter nascuntur, atque in primis e rore.;https://opentheso.huma-num.fr/?idc=107515&idt=th310;PLINE-11-annotéIPL
birth;Multa autem insecta et aliter nascuntur, atque in primis e rore.;https://opentheso.huma-num.fr/?idc=105367&idt=th310;PLINE-11-annotéIPL
dew;Multa autem insecta et aliter nascuntur, atque in primis e rore.;https://opentheso.huma-num.fr/?idc=107608&idt=th310;PLINE-11-annotéIPL
radish;raphani folio;https://opentheso.huma-num.fr/?idc=107960&idt=th310;PLINE-11-annotéIPL
spring;primo vere;https://opentheso.huma-num.fr/?idc=105655&idt=th310;PLINE-11-annotéIPL
sun;spissatus sole in magnitudinem milii cogitur.;https://opentheso.huma-num.fr/?idc=pcrtbnf4dSz1IR&idt=th310;PLINE-11-annotéIPL
egg;spissatus sole in magnitudinem milii cogitur.;https://opentheso.huma-num.fr/?idc=105548&idt=th310;PLINE-11-annotéIPL
larva;inde porrigitur vermiculus parvus;https://opentheso.huma-num.fr/?idc=107636&idt=th310;PLINE-11-annotéIPL
vermis;inde porrigitur vermiculus parvus;https://opentheso.huma-num.fr/?idc=107743&idt=th310;PLINE-11-annotéIPL
caterpillar;triduo mox uruca;https://opentheso.huma-num.fr/?idc=107727&idt=th310;PLINE-11-annotéIPL
spider silk;araneo accreta;https://opentheso.huma-num.fr/?idc=107695&idt=th310;PLINE-11-annotéIPL
chrysalis;quae adiectis diebus accrescit, inmobilis, duro cortice. ad tactum tantum movetur, araneo accreta, quam chrysallidem appellant.;https://opentheso.huma-num.fr/?idc=107739&idt=th310;PLINE-11-annotéIPL
adult;rupto deinde cortice volat papilio;https://opentheso.huma-num.fr/?idc=105292&idt=th310;PLINE-11-annotéIPL
locomotion form;rupto deinde cortice volat papilio;https://opentheso.huma-num.fr/?idc=105379&idt=th310;PLINE-11-annotéIPL
flying;rupto deinde cortice volat papilio;https://opentheso.huma-num.fr/?idc=105383&idt=th310;PLINE-11-annotéIPL
butterfly;atque in primis e rore. insidet hic raphani folio primo vere et spissatus sole in magnitudinem milii cogitur. inde porrigitur vermiculus parvus et triduo mox uruca, quae adiectis diebus accrescit, inmobilis, duro cortice. ad tactum tantum movetur, araneo accreta, quam chrysallidem appellant. rupto deinde cortice volat papilio.;https://opentheso.huma-num.fr/?idc=107741&idt=th310;PLINE-11-annotéIPL
rain;ex imbri;https://opentheso.huma-num.fr/?idc=105643&idt=th310;PLINE-11-annotéIPL
spontaneous generation;Sic quaedam ex imbri generantur in terra;https://opentheso.huma-num.fr/?idc=105361&idt=th310;PLINE-11-annotéIPL
from a non organic element;Sic quaedam ex imbri generantur in terra;https://opentheso.huma-num.fr/?idc=105368&idt=th310;PLINE-11-annotéIPL
habitat;in terra;https://opentheso.huma-num.fr/?idc=105621&idt=th310;PLINE-11-annotéIPL
cossus;cossi;https://opentheso.huma-num.fr/?idc=107962&idt=th310;PLINE-11-annotéIPL
spontaneous generation;quaedam et in ligno. nec enim cossi tantum in eo, sed etiam tabani ex eo nascuntur;https://opentheso.huma-num.fr/?idc=105361&idt=th310;PLINE-11-annotéIPL
from organic part;quaedam et in ligno. nec enim cossi tantum in eo, sed etiam tabani ex eo nascuntur;https://opentheso.huma-num.fr/?idc=105370&idt=th310;PLINE-11-annotéIPL
wood;quaedam et in ligno. nec enim cossi tantum in eo, sed etiam tabani ex eo nascuntur;https://opentheso.huma-num.fr/?idc=pcrtMr3tb79bV8&idt=th310;PLINE-11-annotéIPL
gadfly;etiam tabani ex eo nascuntur;https://opentheso.huma-num.fr/?idc=107958&idt=th310;PLINE-11-annotéIPL
humidity;ubicumque umor est nimius;https://opentheso.huma-num.fr/?idc=105647&idt=th310;PLINE-11-annotéIPL
parasite of man;intra hominem;https://opentheso.huma-num.fr/?idc=105619&idt=th310;PLINE-11-annotéIPL
taenia;sicut intra hominem taeniae tricenum pedum;https://opentheso.huma-num.fr/?idc=107964&idt=th310;PLINE-11-annotéIPL
size;tricenum pedum;https://opentheso.huma-num.fr/?idc=105270&idt=th310;PLINE-11-annotéIPL
foot;tricenum pedum;https://opentheso.huma-num.fr/?idc=105155&idt=th310;PLINE-11-annotéIPL
